Date,Open,High,Low,Close,Volume
2018-09-13,2896.85,2906.76,2896.39,2904.18,2145350286
2018-09-14,2906.38,2908.3,2895.77,2904.98,1896515785
2018-09-17,2903.83,2904.65,2886.16,2888.8,1855645865
2018-09-18,2890.74,2911.17,2890.43,2904.31,1947735430
2018-09-19,2906.6,2912.36,2903.82,2907.95,1942348471
2018-09-20,2919.73,2934.8,2919.73,2930.75,2102348032
2018-09-21,2936.76,2940.91,2927.11,2929.67,2146890484
2018-09-24,2921.83,2923.79,2912.63,2919.37,2105481492
2018-09-25,2921.75,2923.95,2913.7,2915.56,2034744657
2018-09-26,2916.98,2931.15,2903.28,2905.97,2053174998
2018-09-27,2911.65,2927.22,2909.27,2914,1803057925
2018-09-28,2910.03,2920.53,2907.5,2913.98,2144141885
2018-10-01,2926.29,2937.06,2917.91,2924.59,2131491189
2018-10-02,2923.8,2931.42,2919.37,2923.43,2060042938
2018-10-03,2931.69,2939.86,2921.36,2925.51,2101579719
2018-10-04,2919.35,2919.78,2883.92,2901.61,2105861176
2018-10-05,2902.54,2909.64,2869.29,2885.57,2091494758
2018-10-08,2877.53,2889.45,2862.08,2884.43,2013126777
2018-10-09,2882.51,2894.83,2874.27,2880.34,2136559731
2018-10-10,2873.9,2874.02,2784.86,2785.68,2147401699
2018-10-11,2776.87,2795.14,2710.51,2728.37,2147463514
2018-10-12,2770.54,2775.77,2729.44,2767.13,2147168245
2018-10-15,2763.83,2775.99,2749.03,2750.79,2023151751
2018-10-16,2767.05,2813.46,2766.91,2809.92,2137274737
2018-10-17,2811.67,2816.94,2781.81,2809.21,2120418821
2018-10-18,2802,2806.04,2755.18,2768.78,2146435206
2018-10-19,2775.66,2797.77,2760.27,2767.78,2145221961
2018-10-22,2773.94,2778.94,2749.22,2755.88,2145854246
2018-10-23,2721.03,2753.59,2691.43,2740.69,2147408801
2018-10-24,2737.87,2742.59,2651.89,2656.1,2147332195
2018-10-25,2674.88,2722.7,2667.84,2705.57,2147419527
2018-10-26,2667.86,2692.38,2628.16,2658.69,2147473303
2018-10-29,2682.65,2706.85,2603.54,2641.25,2147273855
2018-10-30,2640.68,2685.43,2635.34,2682.63,2147380842
2018-10-31,2705.6,2736.69,2705.6,2711.74,2147473372
2018-11-01,2717.58,2741.67,2708.85,2740.37,2147405477
2018-11-02,2745.45,2756.55,2700.44,2723.06,2147405764
2018-11-05,2726.37,2744.27,2717.94,2738.31,2147459458
2018-11-06,2738.4,2756.82,2737.08,2755.45,2102933250
2018-11-07,2774.13,2815.15,2774.13,2813.89,2123490483
2018-11-08,2806.38,2814.75,2794.99,2806.83,2147351020
2018-11-09,2794.1,2794.1,2764.24,2781.01,2147174097
2018-11-12,2773.93,2775.99,2722,2726.22,2131253635
2018-11-13,2730.05,2754.6,2714.98,2722.18,2142608408
2018-11-14,2737.9,2746.8,2685.75,2701.58,2147409163
2018-11-15,2693.52,2735.38,2670.75,2730.2,2146808184
2018-11-16,2718.54,2746.75,2712.16,2736.27,2147360083
2018-11-19,2730.74,2733.16,2681.09,2690.73,2147399029
2018-11-20,2654.6,2669.44,2631.52,2641.89,2147447046
2018-11-21,2657.74,2670.73,2649.82,2649.93,2052551182
2018-11-23,2633.36,2647.55,2631.09,2632.56,996600641
2018-11-26,2649.97,2674.35,2649.97,2673.45,2147097362
2018-11-27,2663.75,2682.53,2655.89,2682.17,2147396906
2018-11-28,2691.45,2744,2684.38,2743.79,2135243012
2018-11-29,2736.97,2753.75,2722.94,2737.76,2102760317
2018-11-30,2737.76,2760.88,2732.76,2760.17,2101760265
2018-12-03,2790.5,2800.18,2773.38,2790.37,2147397473
2018-12-04,2782.43,2785.93,2697.18,2700.06,2147238652
2018-12-06,2663.51,2696.15,2621.53,2695.95,2147436616
2018-12-07,2691.26,2708.54,2623.14,2633.08,2147023553
2018-12-10,2630.86,2647.51,2583.23,2637.72,2147439615
2018-12-11,2664.44,2674.35,2621.3,2636.78,2147418269
2018-12-12,2658.23,2685.44,2650.26,2651.07,2144827198
2018-12-13,2658.7,2670.19,2637.27,2650.54,2146130844
2018-12-14,2629.68,2635.07,2593.84,2599.95,2146785104
2018-12-17,2590.75,2601.13,2530.54,2545.94,2147144208
2018-12-18,2559.9,2573.99,2528.71,2546.16,2147357028
2018-12-19,2547.05,2585.29,2488.96,2506.96,3183382307
2018-12-20,2496.77,2509.63,2441.18,2467.42,3623382307
2018-12-21,2465.38,2504.41,2408.55,2416.62,4947382307
2018-12-24,2400.56,2410.34,2351.1,2351.1,1724366735
2018-12-26,2363.12,2467.76,2346.58,2467.7,2731627234
2018-12-27,2442.5,2489.1,2397.94,2488.83,2552054898
2018-12-28,2498.77,2520.27,2472.89,2485.74,2209845401
2018-12-31,2498.94,2509.24,2482.82,2506.85,1998138057
2019-01-02,2476.96,2519.49,2467.47,2510.03,2233765369
2019-01-03,2491.92,2493.14,2443.96,2447.89,2754752741
2019-01-04,2474.33,2538.07,2474.33,2531.94,2661709794
2019-01-07,2535.61,2566.16,2524.56,2549.69,2526552370
2019-01-08,2568.11,2579.82,2547.56,2574.41,2458286256
2019-01-09,2580,2595.32,2568.89,2584.96,2463516870
2019-01-10,2573.51,2597.82,2562.02,2596.64,2330498011
2019-01-11,2588.11,2596.27,2577.4,2596.26,2063515116
2019-01-14,2580.31,2589.32,2570.41,2582.61,2242883039
2019-01-15,2585.1,2613.08,2585.1,2610.3,2299611814
2019-01-16,2614.75,2625.76,2612.68,2616.1,2417328891
2019-01-17,2609.28,2645.06,2606.36,2635.96,2450727381
2019-01-18,2651.27,2675.47,2647.58,2670.71,2617844977
2019-01-22,2657.88,2657.88,2617.27,2632.9,2590517040
2019-01-23,2643.48,2653.19,2612.86,2638.7,2239098706
2019-01-24,2638.84,2647.2,2627.01,2642.33,2434655642
2019-01-25,2657.44,2672.38,2657.33,2664.76,2499715080
2019-01-28,2644.97,2644.97,2624.06,2643.85,2314399422
2019-01-29,2644.89,2650.93,2631.05,2640,2148988595
2019-01-30,2653.62,2690.44,2648.34,2681.05,2544657931
2019-01-31,2685.49,2708.95,2678.65,2704.1,3383825891
2019-02-01,2702.32,2716.66,2696.88,2706.53,2431455095
2019-02-04,2706.49,2724.99,2698.75,2724.87,2070561799
2019-02-05,2728.34,2738.98,2724.03,2737.7,2175721319
2019-02-06,2735.05,2738.08,2724.15,2731.61,2056291740
2019-02-07,2717.53,2719.32,2687.26,2706.05,2449415197
2019-02-08,2692.36,2708.07,2681.83,2707.88,2219273583
2019-02-11,2712.4,2718.05,2703.79,2709.8,1977782524
2019-02-12,2722.61,2748.19,2722.61,2744.73,2290316191
2019-02-13,2750.3,2761.85,2748.63,2753.03,2141980853
2019-02-14,2743.5,2757.9,2731.23,2745.73,2141245049
2019-02-15,2760.24,2775.66,2760.24,2775.6,2385153253
2019-02-19,2769.28,2787.33,2767.29,2779.76,1984414955
2019-02-20,2779.05,2789.88,2774.06,2784.7,2139229517
2019-02-21,2780.24,2781.58,2764.55,2774.88,1979489005
2019-02-22,2780.67,2794.2,2779.11,2792.67,2087754963
2019-02-25,2804.35,2813.49,2794.99,2796.11,2303642371
2019-02-26,2792.36,2803.12,2789.47,2793.9,2033263150
2019-02-27,2787.5,2795.76,2775.13,2792.38,2053868016
2019-02-28,2788.11,2793.73,2782.51,2784.49,2492903684
2019-03-01,2798.22,2808.02,2787.38,2803.69,2250380361
2019-03-04,2814.37,2816.88,2767.66,2792.81,2245925091
2019-03-05,2794.41,2796.44,2782.97,2789.65,2118384032
2019-03-06,2790.27,2790.27,2768.69,2771.45,2111486429
2019-03-07,2766.53,2767.25,2739.09,2748.93,2280991903
2019-03-08,2730.79,2744.13,2722.27,2743.07,1971521128
2019-03-11,2747.61,2784,2747.61,2783.3,2054706192
2019-03-12,2787.34,2798.32,2786.73,2791.52,1995476094
2019-03-13,2799.78,2821.24,2799.78,2810.92,2162511945
2019-03-14,2810.38,2815,2803.46,2808.48,2052995330
2019-03-15,2810.79,2830.73,2810.79,2822.48,3734916446
2019-03-18,2822.61,2835.41,2821.99,2832.94,2031400901
2019-03-19,2840.76,2852.42,2823.27,2832.57,2243489044
2019-03-20,2831.34,2843.54,2812.43,2824.23,2289335844
2019-03-21,2819.72,2860.31,2817.38,2854.88,2323248426
2019-03-22,2844.52,2846.16,2800.47,2800.71,2485350165
2019-03-25,2796.01,2809.79,2785.02,2798.36,1931448289
2019-03-26,2812.66,2829.87,2803.99,2818.46,1911821679
2019-03-27,2819.72,2825.56,2787.72,2805.37,1918159251
2019-03-28,2809.4,2819.71,2798.77,2815.44,1774788228
2019-03-29,2828.27,2836.03,2819.23,2834.4,2184384245
2019-04-01,2848.63,2869.4,2848.63,2867.19,2065945466
2019-04-02,2868.24,2872.9,2858.75,2867.24,1874915359
2019-04-03,2876.09,2885.25,2865.17,2873.4,2216125460
2019-04-04,2873.99,2881.28,2867.14,2879.39,1740949270
2019-04-05,2884.16,2893.24,2882.99,2892.74,1747286390
2019-04-08,2888.46,2895.95,2880.78,2895.77,1744343429
2019-04-09,2886.58,2886.88,2873.33,2878.2,1712480401
2019-04-10,2881.37,2889.71,2879.13,2888.21,1595773627
2019-04-11,2891.92,2893.42,2881.99,2888.32,1625618352
2019-04-12,2900.86,2910.54,2898.37,2907.41,2175148651
