Date,Open,High,Low,Close,Volume
2020-06-24,93.4,94.31,92.61,94.1,5539497
2020-06-29,93.92,96.5,93.5,94.5,6327150
2020-06-30,95.18,97.09,92.86,93.81,7511056
2020-07-01,93.66,94.78,92.7,93.04,7067597
2020-07-02,93.2,95.8,93.19,94.1,7856495
2020-07-03,93.99,103.51,93.15,103.51,14976918
2020-07-06,105,105.97,101.8,105.91,16593193
2020-07-07,104.9,112.95,103.1,108.73,14981503
2020-07-08,108.27,109.25,106.57,107.9,8186396
2020-07-09,107.91,111.18,106.77,109.55,8455406
2020-07-10,109.17,111.05,106.75,107.31,7774792
2020-07-13,107,110.49,105.5,109.23,11781818
2020-07-14,109.25,114.61,109.25,112.47,13605820
2020-07-15,111.07,114.88,108.5,111.06,10206357
2020-07-16,110.02,112,103.4,104.17,10171119
2020-07-17,104.1,107.59,103.5,106,6829066
2020-07-20,106.19,108.63,104.01,107.36,6070725
2020-07-21,107.36,111,106.21,109.88,7751089
2020-07-22,109.88,112.2,108,109.2,6349888
2020-07-23,107.91,110.95,106.02,110,6737475
2020-07-24,110.01,110.88,105.08,105.75,7564413
2020-07-27,105.86,107.78,105,106.35,5344978
2020-07-28,106.84,108.88,105.16,108.65,5788911
2020-07-29,108.08,110.3,107.99,109.69,6200009
2020-07-30,110.1,112.18,108.51,109.3,6276787
2020-07-31,109.28,110.61,106.72,109.58,6078677
2020-08-03,111.18,117.5,110.05,116.15,11326477
2020-08-04,116,116.44,113.58,114.44,6672360
2020-08-05,113.7,114.97,112.7,113.4,6665128
2020-08-06,113.8,114.25,110.01,111.49,8514200
2020-08-07,110.6,110.91,105.5,108.85,8780187
2020-08-10,107.89,108.6,105,106.98,6163479
2020-08-11,106.9,108.88,106.15,106.4,6004950
2020-08-12,106.15,106.3,101.4,103.27,8354103
2020-08-13,103.7,105.4,102.3,103.18,5207254
2020-08-14,103.2,103.9,101.68,103.86,5411253
2020-08-17,104.44,105.36,103.18,104.54,6568625
