Date,Open,High,Low,Close,Volume
2020-06-24,32.7,32.7,32.15,32.25,7041307
2020-06-29,32.1,32.95,31.91,32.63,9307129
2020-06-30,32.69,32.95,32.48,32.82,8477488
2020-07-01,33,33.8,32.7,33.8,15726575
2020-07-02,33.85,33.85,33.44,33.59,12988644
2020-07-03,33.78,35.85,33.65,35.22,25846467
2020-07-06,35.9,38.74,35.9,38.74,28138099
2020-07-07,40.7,42.61,40.21,42.61,25667441
2020-07-08,44.74,46.87,44.2,46.87,27090077
2020-07-09,51.56,51.56,51.56,51.56,3021109
2020-07-10,56.72,56.72,56.72,56.72,8391490
2020-07-13,55,59.88,51.18,58.5,79636567
2020-07-14,57,64.35,56.51,59.04,74467491
2020-07-15,59.71,62.02,54.7,57.29,59840479
2020-07-16,55.55,59.03,51.78,54.06,53942422
2020-07-17,54.5,59.47,52.2,59.47,55323777
2020-07-20,61.8,65.42,61.6,65.42,17992156
2020-07-21,70.4,71.9,60.66,60.84,75968691
2020-07-22,59.99,64.39,59.99,61.74,59506312
2020-07-23,62.96,67.91,60.49,67.91,67866270
2020-07-24,69.63,74.5,65,65.8,79536085
2020-07-27,64.11,68.68,59.65,65.95,52474483
2020-07-28,64.4,67.37,62.53,63.75,34487175
2020-07-29,63,65.43,61.74,64.7,37441027
2020-07-30,64.49,67.92,62.54,65.55,42506329
2020-07-31,65.15,65.55,62.93,63.93,30118600
2020-08-03,64.85,69.94,63.52,68.79,48370324
2020-08-04,67.01,67.4,63.8,63.8,40992077
2020-08-05,62.88,66.18,62.01,64.75,33247891
2020-08-06,64.5,71.23,64.38,71.23,63596725
2020-08-07,69,77.49,66.66,73.4,61493100
2020-08-10,72.06,78.7,69.5,69.55,51654670
2020-08-11,67.6,71.8,66.25,67.8,34128969
2020-08-12,67,69.5,63.66,65.66,32240299
2020-08-13,65.98,67.2,64.38,64.86,27108390
2020-08-14,63.99,68.22,63.4,66.15,30366724
2020-08-17,66,68.88,64.6,68.04,29964713
2020-08-18,67.36,70.52,67.3,68.07,26601178
2020-08-19,67.39,67.59,64.18,64.33,25551866
2020-08-20,64,64.98,59.7,59.91,34742919
2020-08-21,60.89,61.75,59.47,60.39,22156288
2020-08-24,60.95,61.79,59.57,60.63,13294308
2020-08-25,60.65,60.88,57.55,58.2,22869956
2020-08-26,58.6,59.49,56.88,57.34,14512955
2020-08-27,57.97,58.47,57.1,57.9,13106465
2020-08-28,58.27,60.3,57.52,58.6,21544462
2020-08-31,58.65,60.76,57.5,59.05,28170981
2020-09-01,59.36,61.16,58.71,60.2,29923881
2020-09-02,60.1,60.11,57.1,57.5,24485463
2020-09-03,56.99,57.45,55.58,56.9,19219686
2020-09-04,56,57.72,55.86,57.26,13589552
2020-09-07,57.26,57.26,54.81,55.15,13298288
2020-09-08,55.15,56.2,54.51,56.02,10733237
2020-09-09,55.01,59.9,54.87,57.96,26719948
2020-09-10,57.8,57.82,55.18,55.24,15313387
2020-09-11,54.81,55.68,52.76,53.87,20180317
2020-09-14,53.87,54.49,52.86,53.13,13236383
2020-09-15,53.25,54.1,52.85,53.91,11048198
2020-09-16,53.98,54.21,52.9,53.02,8820142
2020-09-17,53.23,54.11,52.15,53.3,10595304
2020-09-18,53.8,55.65,53.5,55.48,18519262
2020-09-21,56.74,60.57,56.7,58.4,30253872
2020-09-22,57.06,57.33,55.52,55.92,14736820
2020-09-23,55.57,56.48,54.6,56.09,9665260
2020-09-24,55.21,55.74,53.84,54.01,9423111
2020-09-25,54.4,55.08,53.79,53.9,8024944
2020-09-28,53.8,54.98,53.37,54.1,7958902
2020-09-29,54.9,57.78,54.59,57.31,20430617
