Date,Open,High,Low,Close,Volume
2022-07-22,7050,7085.2,6857,6956.6,22153
2022-07-25,6974.2,7015.8,6850,6878.6,22883
2022-07-26,6898,6994,6844.8,6991,19269
2022-07-27,6982,7074.4,6965.2,7066.2,19290
2022-07-28,7110,7171.4,7072.4,7119,22464
2022-07-29,7130,7152,7068,7087,25025
2022-08-01,7070.2,7141,7004.4,7136.6,22084
2022-08-02,7070,7075,6820.4,6948.2,37753
2022-08-03,6990,7062,6860.8,6882.8,32325
2022-08-04,6933,6942.8,6778.2,6890.8,35394
2022-08-05,6903.4,7080.8,6903.4,7080,31492
2022-08-08,7060,7145,7039.6,7132.2,20853
2022-08-09,7120,7164.8,7084.4,7160.6,18871
2022-08-10,7138,7202,7130,7168.4,21848
2022-08-11,7201.4,7287.6,7179.6,7284.8,22671
2022-08-12,7275,7306,7205.4,7222.4,19678
2022-08-15,7210,7297.6,7206,7266,20698
2022-08-16,7275,7361.4,7257.2,7311,21099
2022-08-17,7317,7346.4,7263.8,7327.6,18274
2022-08-18,7320,7370.4,7303,7358.8,14405
2022-08-19,7319,7337,7183.2,7186.4,31515
2022-08-22,7179.8,7252.8,7119.4,7232.4,27615
2022-08-23,7224,7259.8,7208.6,7253.6,25221
2022-08-24,7263,7277,6951.4,6969.8,43723
2022-08-25,6995,6999,6865,6940.4,40047
2022-08-26,6968.6,7032,6886.4,6911.6,34552
2022-08-29,6810,6979,6805,6950,35892
2022-08-30,6954.2,6965.4,6887.2,6941,30897
2022-08-31,6918.4,6931.8,6699,6710.2,47768
2022-09-01,6720,6787.2,6649.8,6682.6,38108
2022-09-02,6706.4,6773.4,6669.8,6730.2,34760
2022-09-05,6726.4,6810.8,6691.8,6747.2,30586
2022-09-06,6770,6885,6738,6879.8,33895
2022-09-07,6851,6954,6851,6920.2,27172
2022-09-08,6921.4,6944.8,6864,6874.4,24336
2022-09-09,6893,6918.8,6836.2,6913,31079
2022-09-13,6935.2,6957.6,6872,6891.4,26519
2022-09-14,6810,6851,6784.8,6826,27940
2022-09-15,6855.4,6860,6524.4,6596.4,29581
2022-09-16,6500,6557.8,6369.2,6383.2,42595
2022-09-19,6373,6428.2,6257,6298.2,41542
2022-09-20,6361,6464.8,6343,6388.8,37253
2022-09-21,6368,6447.6,6303,6412.6,39329
2022-09-22,6373.4,6506.8,6368,6435.8,40306
2022-09-23,6437,6458.8,6246,6323.4,55619
2022-09-26,6288,6391,6251.2,6255,41247
2022-09-27,6289,6405,6270.8,6398.8,41677
2022-09-28,6380.2,6393.2,6201.2,6202.6,48495
2022-09-29,6275,6308,6180.2,6232.4,44555
2022-09-30,6242,6247.4,6098.2,6103,42514
2022-10-10,6121.6,6142.8,5941.4,5976,35148
2022-10-11,5990,6030,5935,5994.2,35293
2022-10-12,5985.6,6182.4,5895.2,6169.2,51182
2022-10-13,6147.6,6305,6142.2,6242.4,39115
2022-10-14,6300,6437.4,6273.2,6418,39202
2022-10-17,6400,6487.4,6396.8,6448,31880
2022-10-18,6466,6547.8,6432.4,6497.2,30270
2022-10-19,6477,6545,6452.4,6462.4,29061
2022-10-20,6435.2,6543.8,6328.6,6445.8,28712
2022-10-21,6376,6424.8,6315,6377.4,36648
2022-10-24,6370,6554.4,6267,6360,52094
2022-10-25,6340,6389,6212.4,6340.8,51852
2022-10-26,6348.2,6578,6336.2,6500.6,59542
2022-10-27,6534.2,6560,6453,6473,42741
2022-10-28,6426.2,6462.6,6202,6224.2,51221
2022-10-31,6203,6360,6185.4,6286.6,48429
2022-11-01,6317,6471,6271.4,6471,50479
2022-11-02,6459,6561.8,6447,6532,35874
2022-11-03,6493,6589,6493,6563.4,33815
2022-11-04,6588,6750.8,6564.2,6746.6,43107
2022-11-07,6731.4,6777,6661,6711.8,37120
2022-11-08,6045.4,6717.8,6045.4,6707.6,28811
2022-11-09,6700.4,6748,6660,6674.8,29093
2022-11-10,6638,6667,6584,6616,33758
2022-11-11,6800,6811.6,6641.8,6645,45127
2022-11-14,6668,6714,6565.6,6592.2,36933
2022-11-15,6595,6753.2,6582.6,6753,33028
2022-11-16,6747.8,6774.6,6691.6,6698.2,23921
2022-11-17,6682.4,6722,6634,6715.2,20540
2022-11-18,6700.6,6760,6631.4,6646.4,41232
2022-11-21,6606.2,6695.8,6581.2,6685,39569
2022-11-22,6674,6686.8,6514.4,6557.2,51946
2022-11-23,6563,6584,6422.2,6553.4,49857
2022-11-24,6570,6595.6,6520.4,6559.2,38327
2022-11-25,6545.2,6553.8,6485.8,6497,35966
2022-11-28,6424.2,6500.6,6371.4,6492,42689
2022-11-29,6502,6632.8,6501,6597,41900
2022-11-30,6600.2,6623,6555.4,6582.8,31915
2022-12-01,6656,6713.8,6637.8,6662,34834
2022-12-02,6662.2,6747,6651.2,6681.8,30017
2022-12-05,6729,6736,6673,6703,34433
2022-12-06,6690.2,6747,6657,6697.8,35502
2022-12-07,6689.8,6739,6671.6,6695.2,31060
2022-12-08,6701.4,6701.4,6633.8,6663.8,29056
2022-12-09,6666,6699.6,6613.2,6684.8,34377
2022-12-12,6678,6691.6,6614,6654.6,36779
2022-12-13,6659.8,6659.8,6590.6,6604.8,27158
2022-12-14,6615,6638.4,6551.4,6573.6,30053
2022-12-15,6564.8,6618.4,6547.6,6600.6,23979
2022-12-16,6581,6597.8,6509.8,6515,14369
